identity_id,first_name,last_name,middle_name,dob,ssn,phone,email,street_address,city,state,zip_code,gender,created_date,source_system,full_name,full_address,age,phone_formatted,ssn_masked,income_bracket,employment_status,marital_status
9119bc40-63ab-4a6c-98d0-22c9949ff1be,Kathy,Greene,Brandon,1966-04-17,110-55-5948,(970) 771-2647,mary54@example.com,400 Kristin Motorway,Fort Collins,CO,80235,F,2025-07-15,HEALTH_DEPT,Kathy Brandon Greene,"400 Kristin Motorway, Fort Collins, CO 80235",59,(970) 771-2647,***-**-5948,High,Employed,Single
a6c5503e-2bf7-451d-901d-8b8de4d2c793,Michael,Flores,,1940-08-12,124-77-4498,(720) 965-8828,kennethfernandez@example.net,84606 Parrish Greens,Lakewood,CO,80015,Other,2023-09-23,HEALTH_DEPT,Michael  Flores,"84606 Parrish Greens, Lakewood, CO 80015",85,(720) 965-8828,***-**-4498,Low,Employed,Single
85c47d16-8aed-49cc-bfa3-fb3bcdacbd5c,Melinda,Logan,,1974-01-03,277-42-4989,(970) 259-1562,burnettconnie@example.org,8455 Hoover Wells Suite 511,Parker,CO,80218,M,2024-11-10,SOCIAL_SERVICES,Melinda  Logan,"8455 Hoover Wells Suite 511, Parker, CO 80218",51,(970) 259-1562,***-**-4989,Low,Retired,Divorced
b945dcf2-959c-45b5-a303-63433040a906,Mary,Cunningham,,1959-09-24,387-85-4445,(970) 928-6243,jacqueline14@example.net,99454 Brown Crescent,Lakewood,CO,80212,M,2023-11-08,DMV,Mary  Cunningham,"99454 Brown Crescent, Lakewood, CO 80212",66,(970) 928-6243,***-**-4445,Medium,Retired,Single
cded6d51-19d8-414a-9589-cc2e707823fd,Katherine,Smith,,1942-04-02,370-49-2581,(970) 605-7570,oli@example.net,944 Crystal Plains,Longmont,CO,80212,F,2023-10-18,SOCIAL_SERVICES,Katherine  Smith,"944 Crystal Plains, Longmont, CO 80212",83,(970) 605-7570,***-**-2581,High,Unemployed,Widowed
2c4b3566-95d0-4197-8100-1620b00317af,Allison,Kidd,,1986-09-06,870-10-2751,(720) 593-7998,kristin92@example.org,2637 Mary Row Suite 046,Littleton,CO,80030,F,2023-11-30,SOCIAL_SERVICES,Allison  Kidd,"2637 Mary Row Suite 046, Littleton, CO 80030",39,(720) 593-7998,***-**-2751,Low,Retired,Divorced
921dcbe0-20ad-4b77-b253-13461d2501eb,Michael,Johnson,Lisa,1936-12-01,123-49-1494,(970) 957-2767,amanda94@example.org,1816 Aaron Circle,Littleton,CO,80239,Other,2025-07-19,HEALTH_DEPT,Michael Lisa Johnson,"1816 Aaron Circle, Littleton, CO 80239",89,(970) 957-2767,***-**-1494,Medium,Employed,Single
987ffea2-53b0-40d0-8d45-62d0cbcfe575,Michelle,Nichols,,1974-06-27,881-43-2750,(303) 966-8091,kevin46@example.com,82420 Tammy Lock Apt. 348,Westminster,CO,80105,F,2024-05-11,SOCIAL_SERVICES,Michelle  Nichols,"82420 Tammy Lock Apt. 348, Westminster, CO 80105",51,(303) 966-8091,***-**-2750,Medium,Student,Widowed
af322035-85da-4da4-9ea0-f02411fe537e,Sonia,Hayes,Daniel,1979-10-22,995-73-4356,(303) 912-8250,brandi25@example.org,9504 Jasmine Hills,Denver,CO,80233,M,2024-11-05,SOCIAL_SERVICES,Sonia Daniel Hayes,"9504 Jasmine Hills, Denver, CO 80233",46,(303) 912-8250,***-**-4356,Low,Retired,Married
00ed4b92-c7a9-407a-a493-e6da29858d4d,Michelle,Mendoza,,1954-10-17,696-77-9386,(970) 339-5174,daniel01@example.com,00359 Ronald Ferry,Commerce City,CO,80207,F,2025-04-23,HEALTH_DEPT,Michelle  Mendoza,"00359 Ronald Ferry, Commerce City, CO 80207",71,(970) 339-5174,***-**-9386,Very High,Employed,Married
cf9b5b42-852e-4aaa-965b-264754552088,Christian,Davis,,1935-10-02,217-13-6661,(720) 555-7528,fthompson@example.com,832 Cortez Fields,Castle Rock,CO,80230,F,2025-07-19,VOTER_REG,Christian  Davis,"832 Cortez Fields, Castle Rock, CO 80230",90,(720) 555-7528,***-**-6661,Medium,Student,Divorced
0311c1ed-860e-4beb-988a-7cae89af255b,Zachary,Sullivan,Jesse,1946-10-13,199-57-1604,(970) 611-3349,courtneysmith@example.com,0286 Diana Run,Boulder,CO,80205,Other,2024-01-10,VOTER_REG,Zachary Jesse Sullivan,"0286 Diana Run, Boulder, CO 80205",79,(970) 611-3349,***-**-1604,Low,Unemployed,Divorced
9e5893d7-02b6-4188-aae9-f644cf4e9840,Philip,Jones,,1966-02-11,772-75-1638,(303) 600-7005,mgreene@example.net,8020 Mark Run Suite 280,Aurora,CO,80229,M,2024-06-15,DMV,Philip  Jones,"8020 Mark Run Suite 280, Aurora, CO 80229",59,(303) 600-7005,***-**-1638,Very High,Student,Divorced
70ace71f-ccb6-488b-a69a-da3c8d3ea90f,Tonya,Ross,,1958-09-22,187-96-9976,(970) 401-5263,christopher93@example.org,1347 Perez View,Longmont,CO,80222,Other,2025-02-12,DMV,Tonya  Ross,"1347 Perez View, Longmont, CO 80222",67,(970) 401-5263,***-**-9976,Very High,Student,Widowed
29ffbec4-4f52-4461-b2ee-63f2069a4ed2,Rebecca,Johnson,Sally,1965-10-26,528-92-7119,(303) 877-1083,mary88@example.net,76772 Maria Spur Suite 145,Colorado Springs,CO,80225,M,2023-12-02,HEALTH_DEPT,Rebecca Sally Johnson,"76772 Maria Spur Suite 145, Colorado Springs, CO 80225",60,(303) 877-1083,***-**-7119,Medium,Retired,Married
9624d0b6-4876-4186-a9b7-004b0c15bc25,Linda,Evans,Mark,1946-10-26,355-50-8899,(303) 509-6988,melanieadams@example.org,44407 Joel Turnpike Suite 361,Fort Collins,CO,80218,M,2024-08-29,TAX_DEPT,Linda Mark Evans,"44407 Joel Turnpike Suite 361, Fort Collins, CO 80218",79,(303) 509-6988,***-**-8899,Low,Retired,Divorced
fa5cb0c6-377f-4f30-996a-f513a30c48f6,Jacob,Arias,Jeffrey,1988-10-07,313-48-8338,(303) 587-2759,gonzalezrobert@example.net,53854 Clark Parks Suite 621,Littleton,CO,80028,M,2024-03-17,VOTER_REG,Jacob Jeffrey Arias,"53854 Clark Parks Suite 621, Littleton, CO 80028",37,(303) 587-2759,***-**-8338,Low,Employed,Single
85e8824a-9c17-427b-8a30-8922e6e41a41,Holly,Jones,,1954-10-07,274-67-5583,(720) 468-6315,amy28@example.net,0210 Hunter Ramp Suite 061,Castle Rock,CO,80225,F,2024-05-27,VOTER_REG,Holly  Jones,"0210 Hunter Ramp Suite 061, Castle Rock, CO 80225",71,(720) 468-6315,***-**-5583,Very High,Retired,Widowed
35c847c3-a55e-423b-821f-6687a93c9566,Jason,Allen,,1999-11-26,376-87-4314,(720) 929-3074,adamwolfe@example.net,5511 James Brooks Suite 039,Castle Rock,CO,80107,F,2024-08-02,DMV,Jason  Allen,"5511 James Brooks Suite 039, Castle Rock, CO 80107",26,(720) 929-3074,***-**-4314,Low,Employed,Widowed
1a648b9f-4aa9-42df-a49b-d426a446b463,Phillip,Bond,Kimberly,1936-04-15,572-78-4913,(303) 277-3557,vwright@example.net,439 Cox Stravenue Apt. 432,Thornton,CO,80220,Other,2025-07-09,HEALTH_DEPT,Phillip Kimberly Bond,"439 Cox Stravenue Apt. 432, Thornton, CO 80220",89,(303) 277-3557,***-**-4913,Medium,Student,Widowed
755643ce-5c47-49cf-8880-aec23c42273f,Brenda,Sanders,Ronald,2004-02-15,707-83-1320,(303) 527-5292,elizabethcoleman@example.net,224 Ryan Route Apt. 467,Greeley,CO,80102,M,2024-12-24,SOCIAL_SERVICES,Brenda Ronald Sanders,"224 Ryan Route Apt. 467, Greeley, CO 80102",21,(303) 527-5292,***-**-1320,Very High,Unemployed,Single
f1de6122-5ffa-4ab5-b941-f2ee066aa1bb,Jeffrey,Lee,,1970-06-19,740-16-2188,(303) 652-6022,rrobbins@example.com,76302 Morris Green Apt. 116,Westminster,CO,80227,Other,2024-09-22,VOTER_REG,Jeffrey  Lee,"76302 Morris Green Apt. 116, Westminster, CO 80227",55,(303) 652-6022,***-**-2188,Very High,Unemployed,Married
b3c50d85-2a18-42ac-8f30-e3b80623ae05,Ronald,Rodriguez,,1991-01-30,799-91-9925,(720) 680-6084,sheila87@example.org,3494 Karen Plaza Suite 633,Lakewood,CO,80103,Other,2024-09-30,VOTER_REG,Ronald  Rodriguez,"3494 Karen Plaza Suite 633, Lakewood, CO 80103",34,(720) 680-6084,***-**-9925,Very High,Student,Married
759747bf-75d6-4eaa-9539-a10f3b0fc38e,Rebecca,Lewis,Michael,1974-01-01,339-66-7218,(970) 584-7971,thomasdavis@example.net,977 Bradley Prairie,Lakewood,CO,80228,Other,2024-12-24,HEALTH_DEPT,Rebecca Michael Lewis,"977 Bradley Prairie, Lakewood, CO 80228",51,(970) 584-7971,***-**-7218,High,Employed,Single
caacc0ef-c34c-4c3e-be97-f0b904355d65,Ricardo,Daniel,,1973-04-07,930-84-7221,(970) 531-7170,alexandermichael@example.net,4376 Timothy Route Apt. 366,Thornton,CO,80014,M,2025-07-19,TAX_DEPT,Ricardo  Daniel,"4376 Timothy Route Apt. 366, Thornton, CO 80014",52,(970) 531-7170,***-**-7221,Very High,Employed,Single
7ebb77ab-ec68-4a8e-9d86-6a11b65eae60,Raymond,Berger,Courtney,1934-09-17,709-17-8948,(970) 836-9554,ppalmer@example.org,1193 Ricky Plains Apt. 317,Fort Collins,CO,80212,F,2025-02-01,SOCIAL_SERVICES,Raymond Courtney Berger,"1193 Ricky Plains Apt. 317, Fort Collins, CO 80212",91,(970) 836-9554,***-**-8948,Medium,Employed,Widowed
cf5ca742-3cc5-407a-9518-e3d6b09018c3,Donna,Clark,,1997-03-02,375-32-7655,(720) 201-2050,williamslaura@example.org,670 Johnson Square,Fort Collins,CO,80202,Other,2024-05-09,DMV,Donna  Clark,"670 Johnson Square, Fort Collins, CO 80202",28,(720) 201-2050,***-**-7655,Very High,Unemployed,Married
06ad7a63-ea3d-4d47-93a3-44856d0446a8,Kelly,Brock,,1971-03-29,859-28-3301,(970) 835-9677,jasminebarber@example.net,83894 Flores Summit,Arvada,CO,80234,Other,2025-01-17,SOCIAL_SERVICES,Kelly  Brock,"83894 Flores Summit, Arvada, CO 80234",54,(970) 835-9677,***-**-3301,Medium,Retired,Divorced
b853e36a-f60d-44ae-89ca-6252f0bccc46,Kyle,Clark,,1977-04-19,873-35-3398,(720) 345-1565,zjohnson@example.net,081 Adam Spring,Grand Junction,CO,80225,F,2024-11-15,TAX_DEPT,Kyle  Clark,"081 Adam Spring, Grand Junction, CO 80225",48,(720) 345-1565,***-**-3398,High,Unemployed,Divorced
1099e2db-9746-427d-bc08-244616350ab4,Melissa,Bailey,Nancy,1979-03-13,927-94-4498,(720) 350-3748,vwilkins@example.net,04899 Jennifer Tunnel,Denver,CO,80210,F,2024-02-28,HEALTH_DEPT,Melissa Nancy Bailey,"04899 Jennifer Tunnel, Denver, CO 80210",46,(720) 350-3748,***-**-4498,High,Retired,Divorced
9fd70716-d5e4-4c97-b0b7-f907a0ed25a4,Donald,Turner,,1985-01-01,329-21-7281,(720) 716-8412,langandrew@example.net,37567 Wayne Cove Suite 306,Grand Junction,CO,80223,M,2024-10-21,TAX_DEPT,Donald  Turner,"37567 Wayne Cove Suite 306, Grand Junction, CO 80223",40,(720) 716-8412,***-**-7281,Low,Employed,Widowed
bad724e4-e0a2-4664-a58b-41ee6d6e9a9f,Timothy,Reynolds,,1949-04-02,889-35-2077,(720) 879-9388,catherinegonzalez@example.org,71092 Julie Squares,Grand Junction,CO,80221,Other,2025-03-31,TAX_DEPT,Timothy  Reynolds,"71092 Julie Squares, Grand Junction, CO 80221",76,(720) 879-9388,***-**-2077,Medium,Retired,Single
ce7ea760-f385-4a0d-9ab2-bb57d51c5062,Gail,Taylor,Andrew,1994-06-15,725-36-9078,(720) 372-5697,aliciafrank@example.com,4554 Jessica Valleys,Denver,CO,80221,F,2025-04-29,TAX_DEPT,Gail Andrew Taylor,"4554 Jessica Valleys, Denver, CO 80221",31,(720) 372-5697,***-**-9078,Low,Retired,Widowed
26b2cb41-581a-4d8f-9304-536cff335c04,Brandon,Savage,Jasmine,1951-06-08,514-74-9160,(720) 756-7391,nshepherd@example.net,432 Kirby Tunnel Apt. 182,Aurora,CO,80033,M,2024-05-11,DMV,Brandon Jasmine Savage,"432 Kirby Tunnel Apt. 182, Aurora, CO 80033",74,(720) 756-7391,***-**-9160,Medium,Unemployed,Widowed
7ea2779d-594d-45d9-8c72-7d14cee36fbf,Daniel,Shields,,1950-04-10,243-94-4891,(303) 626-2575,christopherhayes@example.org,1580 Green Coves,Arvada,CO,80238,M,2023-11-14,TAX_DEPT,Daniel  Shields,"1580 Green Coves, Arvada, CO 80238",75,(303) 626-2575,***-**-4891,Very High,Unemployed,Widowed
13700ca4-a4e5-4c39-b370-cc04be90ef44,Andrew,Moody,,1976-11-26,508-87-4821,(970) 346-4704,mccoyryan@example.net,956 Shelly Neck,Commerce City,CO,80221,M,2024-08-01,SOCIAL_SERVICES,Andrew  Moody,"956 Shelly Neck, Commerce City, CO 80221",49,(970) 346-4704,***-**-4821,Medium,Unemployed,Widowed
706e70c5-e247-4deb-9fd0-d91cc4cc39bd,Melissa,Meza,Thomas,1935-08-15,310-82-1312,(303) 842-5572,teresa61@example.org,4713 Kristin Pike Apt. 368,Broomfield,CO,80226,Other,2024-11-20,VOTER_REG,Melissa Thomas Meza,"4713 Kristin Pike Apt. 368, Broomfield, CO 80226",90,(303) 842-5572,***-**-1312,Very High,Student,Widowed
db1d3149-f988-496c-9ca1-b3573a2ee703,Kendra,Massey,,2003-12-23,149-85-5125,(970) 858-1495,scabrera@example.com,072 Victoria Mall Suite 740,Thornton,CO,80233,M,2025-08-24,HEALTH_DEPT,Kendra  Massey,"072 Victoria Mall Suite 740, Thornton, CO 80233",22,(970) 858-1495,***-**-5125,High,Student,Widowed
74a0d99b-3618-4820-8298-e6f08830393e,Dawn,Ryan,,1940-06-10,981-60-8377,(970) 313-4728,erocha@example.org,7564 Courtney Turnpike Suite 261,Castle Rock,CO,80235,Other,2024-11-08,DMV,Dawn  Ryan,"7564 Courtney Turnpike Suite 261, Castle Rock, CO 80235",85,(970) 313-4728,***-**-8377,Medium,Retired,Widowed
315c3895-3804-43c1-bf90-1abe787cf8e0,Melvin,Brooks,Samantha,1992-03-07,242-87-8998,(303) 320-8736,steventhompson@example.net,9370 Perry Extension,Littleton,CO,80030,Other,2024-03-01,TAX_DEPT,Melvin Samantha Brooks,"9370 Perry Extension, Littleton, CO 80030",33,(303) 320-8736,***-**-8998,Very High,Student,Widowed
6c8daf54-e7c5-4e98-a188-93781cbadfb7,Erin,Flores,,1999-03-24,371-44-4032,(970) 378-2170,smithsamantha@example.net,985 Huber Streets,Lakewood,CO,80210,Other,2024-11-27,SOCIAL_SERVICES,Erin  Flores,"985 Huber Streets, Lakewood, CO 80210",26,(970) 378-2170,***-**-4032,Low,Student,Married
fcb1f059-083e-43f6-9b90-1baa7bd5b2c7,Thomas,Meyer,Ariel,1964-05-02,866-66-1810,(303) 541-5674,smithdaniel@example.com,3135 Nicole Pike Apt. 013,Parker,CO,80107,Other,2023-10-11,VOTER_REG,Thomas Ariel Meyer,"3135 Nicole Pike Apt. 013, Parker, CO 80107",61,(303) 541-5674,***-**-1810,Medium,Employed,Divorced
bd918987-91f9-4cc3-bdc4-b8c0b79c9b5b,Daniel,Bryant,,1989-09-25,695-48-3851,(720) 557-6853,banksamber@example.net,5993 Koch Gateway,Parker,CO,80232,F,2024-11-08,VOTER_REG,Daniel  Bryant,"5993 Koch Gateway, Parker, CO 80232",36,(720) 557-6853,***-**-3851,Medium,Employed,Widowed
184e36f6-7f5e-4403-b702-167e812ff80a,Michael,Clark,Anthony,1952-05-02,567-84-2019,(720) 398-1735,brojas@example.com,5505 Johnson Mountain Suite 316,Longmont,CO,80024,Other,2023-10-13,DMV,Michael Anthony Clark,"5505 Johnson Mountain Suite 316, Longmont, CO 80024",73,(720) 398-1735,***-**-2019,Medium,Employed,Divorced
03ad3562-d180-4f7c-b53b-ba83e4a0ee90,Nicole,Bird,,1951-11-10,209-77-4257,(970) 665-5115,khayes@example.org,9366 Lauren Locks Apt. 486,Arvada,CO,80017,M,2024-02-01,VOTER_REG,Nicole  Bird,"9366 Lauren Locks Apt. 486, Arvada, CO 80017",74,(970) 665-5115,***-**-4257,Medium,Student,Divorced
00ea7f55-2802-4560-bacb-9aa52043e8b5,Jennifer,Richards,,1961-11-05,445-22-6677,(303) 916-1621,woodjulie@example.com,322 Cynthia Unions Apt. 311,Pueblo,CO,80232,F,2025-03-10,TAX_DEPT,Jennifer  Richards,"322 Cynthia Unions Apt. 311, Pueblo, CO 80232",64,(303) 916-1621,***-**-6677,Medium,Retired,Single
6870a173-5dfd-4445-9130-9ca6b8571675,Kelsey,Walker,Rebecca,1968-10-15,308-46-3995,(970) 627-6439,marshallashley@example.net,318 Gail Divide Apt. 050,Commerce City,CO,80031,F,2024-06-02,DMV,Kelsey Rebecca Walker,"318 Gail Divide Apt. 050, Commerce City, CO 80031",57,(970) 627-6439,***-**-3995,High,Employed,Widowed
3a2ef6d0-d76e-45f0-8ffa-0a49b7f66923,Richard,Holmes,Laura,1995-04-01,418-91-9191,(303) 788-2670,gvance@example.org,91549 Bennett River Apt. 595,Aurora,CO,80020,Other,2024-07-27,TAX_DEPT,Richard Laura Holmes,"91549 Bennett River Apt. 595, Aurora, CO 80020",30,(303) 788-2670,***-**-9191,Medium,Retired,Single
46e609c9-a027-4e7c-9c54-05cdaf372330,Lucas,Delacruz,,1961-08-23,808-74-4286,(970) 222-3061,dawn58@example.net,43706 Christopher Skyway Suite 888,Lakewood,CO,80103,M,2024-12-22,DMV,Lucas  Delacruz,"43706 Christopher Skyway Suite 888, Lakewood, CO 80103",64,(970) 222-3061,***-**-4286,Very High,Retired,Married
4cb4008a-573e-4ad2-91dc-da6fb47bf312,Brent,Clark,,2006-03-07,617-72-5784,(970) 437-6121,patricia82@example.net,73804 Anderson Manor Suite 165,Thornton,CO,80236,Other,2024-11-11,SOCIAL_SERVICES,Brent  Clark,"73804 Anderson Manor Suite 165, Thornton, CO 80236",19,(970) 437-6121,***-**-5784,High,Retired,Married
02407a1e-7377-4788-8857-c743bb8ac081,Jose,Miller,Joseph,2005-12-10,842-20-6488,(970) 309-5150,rachelmurphy@example.com,27756 Christian Spring Suite 021,Thornton,CO,80239,Other,2025-08-29,SOCIAL_SERVICES,Jose Joseph Miller,"27756 Christian Spring Suite 021, Thornton, CO 80239",20,(970) 309-5150,***-**-6488,Low,Student,Widowed
58db7230-7128-47d6-9040-074d1c7b544b,Austin,Dunlap,,1971-09-07,266-62-2783,(720) 891-1892,roachamanda@example.net,777 Clark Spur Apt. 665,Boulder,CO,80223,Other,2025-05-03,DMV,Austin  Dunlap,"777 Clark Spur Apt. 665, Boulder, CO 80223",54,(720) 891-1892,***-**-2783,Very High,Retired,Divorced
ff02b90f-b120-4dc8-a681-b27a0055585e,David,Duke,,1959-06-08,100-59-3750,(970) 231-1261,mitchellmary@example.com,6058 Morales Manors Apt. 710,Broomfield,CO,80027,Other,2024-07-04,TAX_DEPT,David  Duke,"6058 Morales Manors Apt. 710, Broomfield, CO 80027",66,(970) 231-1261,***-**-3750,Low,Retired,Married
a3568b32-8330-4892-a412-d4f4033341d8,Kimberly,Nelson,Amber,2003-05-05,671-65-5438,(720) 373-9105,victoria38@example.net,99815 Collins Square Suite 097,Broomfield,CO,80228,F,2024-12-25,DMV,Kimberly Amber Nelson,"99815 Collins Square Suite 097, Broomfield, CO 80228",22,(720) 373-9105,***-**-5438,High,Student,Married
a5c60954-de8b-4c52-a905-b68320dd92e3,April,Scott,Anthony,2001-01-02,285-38-1728,(970) 318-3477,brittany73@example.org,233 Chad Vista Suite 283,Commerce City,CO,80106,F,2024-07-13,HEALTH_DEPT,April Anthony Scott,"233 Chad Vista Suite 283, Commerce City, CO 80106",24,(970) 318-3477,***-**-1728,Medium,Student,Single
8be0a6c0-36ca-47fa-a3ee-b85f0c99e0c2,Christina,Williams,Michelle,1960-07-17,165-39-2680,(720) 380-5995,heatheralexander@example.org,091 Larry Trail,Grand Junction,CO,80015,F,2024-04-24,VOTER_REG,Christina Michelle Williams,"091 Larry Trail, Grand Junction, CO 80015",65,(720) 380-5995,***-**-2680,Low,Retired,Widowed
e53bd658-cf9c-40c2-a484-8109603e64fa,Taylor,Koch,,1942-10-03,956-46-8078,(303) 528-5247,sellersrobert@example.org,35833 Tina Trace Suite 592,Thornton,CO,80234,F,2024-05-22,VOTER_REG,Taylor  Koch,"35833 Tina Trace Suite 592, Thornton, CO 80234",83,(303) 528-5247,***-**-8078,Low,Employed,Widowed
cdb0300c-0230-47b2-840f-7539335d039c,Fred,Reyes,,1958-06-07,140-20-8828,(720) 335-2096,hodgescourtney@example.com,8143 Odonnell Shoals,Parker,CO,80209,F,2024-11-27,DMV,Fred  Reyes,"8143 Odonnell Shoals, Parker, CO 80209",67,(720) 335-2096,***-**-8828,Medium,Retired,Widowed
a66486cc-3731-44d7-b1c8-2d2a1f31f703,Ashley,Padilla,,1958-09-23,381-37-2899,(720) 354-1689,heidi07@example.net,328 Robert View,Centennial,CO,80232,Other,2024-10-30,DMV,Ashley  Padilla,"328 Robert View, Centennial, CO 80232",67,(720) 354-1689,***-**-2899,Medium,Employed,Single
35a6e29d-9523-4ddd-b186-f38ec77ba122,Bradley,Walters,,1945-05-10,170-45-2405,(303) 657-4694,holmesjoshua@example.org,9124 Rogers Village Apt. 842,Longmont,CO,80014,Other,2025-08-21,SOCIAL_SERVICES,Bradley  Walters,"9124 Rogers Village Apt. 842, Longmont, CO 80014",80,(303) 657-4694,***-**-2405,High,Employed,Single
58c3ff49-5aa9-4feb-86ab-df2e4e70cff0,Kiara,Rhodes,,1991-08-10,992-59-3980,(970) 871-8521,shannonmoon@example.com,99043 Fuentes Run,Thornton,CO,80026,M,2025-02-16,TAX_DEPT,Kiara  Rhodes,"99043 Fuentes Run, Thornton, CO 80026",34,(970) 871-8521,***-**-3980,Very High,Retired,Married
12389db1-cd8d-4574-8661-d278fafc4f2d,Ashley,Carlson,,2005-09-13,196-76-1569,(970) 553-3859,ann85@example.org,93450 Robert Valley Apt. 678,Boulder,CO,80221,M,2023-12-27,DMV,Ashley  Carlson,"93450 Robert Valley Apt. 678, Boulder, CO 80221",20,(970) 553-3859,***-**-1569,High,Student,Widowed
7f50e2ed-8722-457b-9807-2ebf91002bbf,Mary,Mcclure,Nicholas,2006-07-06,109-62-5904,(970) 687-6039,danielhines@example.org,408 Justin Junction,Lakewood,CO,80206,F,2024-08-02,TAX_DEPT,Mary Nicholas Mcclure,"408 Justin Junction, Lakewood, CO 80206",19,(970) 687-6039,***-**-5904,Low,Unemployed,Married
de6f4b14-5e05-43d1-942d-5168bf2ebd3f,Annette,Page,,1955-02-02,242-17-1653,(303) 690-1273,jeffreymccullough@example.org,373 Michelle Stream,Centennial,CO,80023,M,2023-11-02,TAX_DEPT,Annette  Page,"373 Michelle Stream, Centennial, CO 80023",70,(303) 690-1273,***-**-1653,Low,Unemployed,Divorced
e04b9d65-a926-4b71-8f01-04c02239b834,Jonathan,Martin,Beth,1958-05-24,544-26-1447,(303) 799-2474,brendansims@example.org,8855 Craig Mountain Suite 189,Colorado Springs,CO,80023,M,2024-12-25,HEALTH_DEPT,Jonathan Beth Martin,"8855 Craig Mountain Suite 189, Colorado Springs, CO 80023",67,(303) 799-2474,***-**-1447,High,Employed,Single
98c4608d-3974-427b-bdd7-a74a94ddc408,Aaron,Tanner,,1977-05-15,543-98-5780,(303) 706-9357,francisco72@example.com,78147 Pearson Parkway Suite 956,Littleton,CO,80031,Other,2025-05-31,HEALTH_DEPT,Aaron  Tanner,"78147 Pearson Parkway Suite 956, Littleton, CO 80031",48,(303) 706-9357,***-**-5780,High,Retired,Widowed
c3f66aa7-e428-4ffd-8a8d-60a30373afdd,Karen,Miranda,,1977-11-09,466-62-1956,(970) 285-1516,scottanderson@example.net,76117 Andrea Place,Lakewood,CO,80227,F,2025-01-21,HEALTH_DEPT,Karen  Miranda,"76117 Andrea Place, Lakewood, CO 80227",48,(970) 285-1516,***-**-1956,Medium,Retired,Single
7e8baa61-9861-42ec-b116-e42360fa7edd,Albert,Harper,Cynthia,1935-12-19,909-22-5426,(303) 868-7491,robbinsjames@example.com,351 Justin Square,Parker,CO,80233,M,2024-06-08,HEALTH_DEPT,Albert Cynthia Harper,"351 Justin Square, Parker, CO 80233",90,(303) 868-7491,***-**-5426,Medium,Retired,Single
420456d2-343c-4be2-8a77-bc179bcb65d3,Richard,Adkins,Suzanne,1954-07-30,849-92-5917,(970) 896-5937,ramirezbilly@example.org,459 Williams Fall Suite 576,Lakewood,CO,80212,M,2025-01-29,SOCIAL_SERVICES,Richard Suzanne Adkins,"459 Williams Fall Suite 576, Lakewood, CO 80212",71,(970) 896-5937,***-**-5917,Medium,Employed,Single
eb8cf2f2-1e6f-4e41-86b8-d4c642d0f850,Rebecca,Garrett,,1937-04-11,846-32-6893,(970) 411-6340,millerdavid@example.com,244 Joseph Inlet Suite 733,Denver,CO,80235,Other,2024-05-02,VOTER_REG,Rebecca  Garrett,"244 Joseph Inlet Suite 733, Denver, CO 80235",88,(970) 411-6340,***-**-6893,Medium,Employed,Divorced
b0278e2d-b4d3-45ec-a00e-cc07f2610193,Angela,Smith,Todd,1998-08-14,512-40-1290,(970) 844-3675,stevemartinez@example.net,10749 Cynthia Wells Suite 397,Commerce City,CO,80019,Other,2024-08-04,SOCIAL_SERVICES,Angela Todd Smith,"10749 Cynthia Wells Suite 397, Commerce City, CO 80019",27,(970) 844-3675,***-**-1290,High,Employed,Widowed
2d7d4e1f-9449-4515-b979-c7c5f90ed66b,Vanessa,Graham,,1958-04-01,545-31-9811,(303) 775-3926,bowmancarol@example.com,000 Timothy Rest Suite 646,Thornton,CO,80228,M,2025-04-18,HEALTH_DEPT,Vanessa  Graham,"000 Timothy Rest Suite 646, Thornton, CO 80228",67,(303) 775-3926,***-**-9811,Medium,Retired,Single
c1c966a7-ce8d-46de-bde6-a541efdd24df,Adam,Gardner,Lorraine,2004-08-03,867-11-4747,(970) 547-8597,pmunoz@example.com,6288 Victor Grove,Fort Collins,CO,80211,F,2025-05-15,VOTER_REG,Adam Lorraine Gardner,"6288 Victor Grove, Fort Collins, CO 80211",21,(970) 547-8597,***-**-4747,Low,Student,Married
fa985fac-516e-46d8-b0cf-4226bf921cbd,Gregg,Aguilar,Lauren,2003-08-08,270-38-1026,(970) 475-6382,bryantbrandon@example.org,770 Deanna Inlet Suite 249,Loveland,CO,80030,F,2024-03-08,DMV,Gregg Lauren Aguilar,"770 Deanna Inlet Suite 249, Loveland, CO 80030",22,(970) 475-6382,***-**-1026,Very High,Employed,Widowed
1c8d91f5-99ce-410f-9920-17eabd0ce29b,Vincent,King,,1939-04-19,156-22-5980,(303) 241-5091,jamesjones@example.org,078 Knapp Fort Suite 516,Westminster,CO,80204,Other,2025-09-02,DMV,Vincent  King,"078 Knapp Fort Suite 516, Westminster, CO 80204",86,(303) 241-5091,***-**-5980,High,Student,Widowed
a676487c-4709-4378-aec9-3f2fddf356e9,Michael,Brown,Eric,1958-09-22,354-60-4179,(303) 208-9867,jodicox@example.com,123 Danielle Lake,Greeley,CO,80027,Other,2025-02-18,VOTER_REG,Michael Eric Brown,"123 Danielle Lake, Greeley, CO 80027",67,(303) 208-9867,***-**-4179,Very High,Employed,Married
